dated,rating,label,review
2024-04-10 08:52:01,1,Negatif,"Aplikasinya ribet sekali padahal kata sandinya benar tapi dibilangny nggak. Padahal mau bikin channel pake aplikasinya tapi ribet bijinya ini bener bener bener suuuuusah sekali tolong yang bikin di benerin yaa banyak bikin alasan aja aku masih baru pake dah kaya diancam terus kata sandinya bener, google nya bener, Facebook nya bener tapi..... Kok tetep dibilang salah kayak rugi mainnya semoga kakak yang bikin lihat komentar yaa amin ini kata kata terakhirku mendingan gausah aja yaa😁😁😁😁😁😁"
2024-04-09 10:26:01,1,Negatif,Gak bisa login padahal tahun ku 2002 21 september
2024-04-09 10:05:24,2,Negatif,Saya kasih bintang 2 dulu karena saya ingin menyimpan foto selalu gagal menyimpan tolong diperbaiki lagi
2024-04-08 06:14:24,2,Negatif,"Apakah kamu bisa memperbaiki bug nya? Gak bisa nyari Poto di pinterest ya, setelah di perbaiki akan ku ganti jdi bintang 5"
2024-04-08 03:52:48,1,Negatif,Aplikasi jlk masa aku masuk kan di suruh isi data..pas isi tanggal lahir masa gak bisa katanya gak memenuhi persyaratan kocak banget aplikasi apa
2024-04-07 13:33:54,1,Negatif,Aplikasi bagus tapi ada kendala tolong di perbaiki lagi .saya juga sudah menekan tombol tombol lanjut tapi tidak bisa tolong di perbaiki lagi ya saya sudah kecewa sama aplikasi ini saya tidak lagi mau melihat atau memasuki aplikasi ini lagi 😡😠
2024-04-06 14:47:10,2,Negatif,Aku gabisa masuk ke pinterest ny pdhl udh di jawab dengan benar
2024-04-06 13:23:33,2,Negatif,"setelah di update malah ada bug bertuliskan ""gagal menyimpan"" Jadi ga bisa save foto :( Tolong segera di betulkan, saya sangat berharap aplikasi seperti semula dengan segera. Terimakasih."
2024-04-05 23:23:26,1,Negatif,Game nya gk adil masa disuruh masukin tanggal lahir padahal dah bener lah malah salah disuruh umur nya brp dah dijawab yang bener salah lagi ini aplikasi mau nya apa sih mau bikin orang emosi males dah gw mainin aplikasi ini lagi
2024-04-05 19:39:41,1,Negatif,Aplikasi apaan ini ku download gak bisa simpan foto yang aku download.aku hapus saja
2024-04-05 19:13:49,2,Negatif,"Sangat disayangkan kenapa berkali2 gagal mengunduh gambar, sampai uninstal trs instal lgi, trnyta ttp tidak bisa, pdhl sudah dihidupkan izin penyimpanannya 😭😭"
2024-04-05 14:16:49,2,Negatif,Aplikasi ii gak bisa di masukin segenggam umur nya jadi tolong masukin
2024-04-05 05:24:07,2,Negatif,Akun aku dinonaktifkan untuk gak ada apa² Gajelas gitu aku akun nya gak bisa di pakai lagi gitu
2024-04-04 12:44:27,2,Negatif,"Entah bug apa gimana, pas mau unduh gambar suka ada tampilan ""Gagal Menyimpan"" Padahal Memori Masih Banyak / Jaringan Stabil"
2024-04-04 02:13:56,1,Negatif,Di unduh gambarnya gk bisa di salin jga gk bisa semoga cepat di perbaiki
2024-04-03 13:16:56,2,Negatif,Itu gimana ya bikin buat kita sendiri karya nya ?nyari mo bikin dari Poto kita gak bisa bisa🤪🤪🤪enak sekali klu kita bisa bikin sendiri dari poto2 kita
2024-04-03 12:44:45,1,Negatif,Apasih nih apk sinyal gw udah bagus buka foto aja ga bisa aneh
2024-04-03 10:23:59,1,Negatif,Jelek yang lain pada bisa masuk sedang kan aku ga bisa padahal aku udah ikutin semuanya pas di bulan lahir ku malah ga bisa gimana sih ga adil tau
2024-04-03 10:14:21,2,Negatif,saya suka dengan pinterest nya walaupun sangat banyak iklan sebanyak3 kali
2024-04-02 15:51:12,1,Negatif,"Saya mau login tapi ada tulisan ""masukan tanggal lahir anda"" sudah saya masukan tetap tidak bisa ada tulisan ""upps usia anda tidak memenuhi persyaratan pinterest"". Tilang di perbaiki lagi😠"
2024-04-02 09:58:07,2,Negatif,"Sebenarnya bagus tapi kok ada kendala gitu yh seperti mau download pasti muncul ""maaf foto ini gagal di simpan"""
2024-04-02 07:52:45,1,Negatif,"sekarang pas w buka aplikasi ngelag parah trs kluar"" sendiri tolong di perbaiki🙏🙏, and cara nya publik akun kek manaa"
2024-04-02 04:40:19,1,Negatif,Kenapa pin yan sekarang gambarnya gak bisa didownload?!?!? 🤬😡
2024-04-01 13:54:51,2,Negatif,Sbnrnya apk ny bagus tp ada kendala pinterest sekarang itu bug nya terlalu berlebihan ditambah lagi foto pinnya gk muncul cuma vidio yg muncul + fotony gk bisa di unduh trs gk bisa upload pin / vidio tolong dong pinterest kok makin update makin parah bug nya sih😭😭😭...
2024-03-31 12:21:03,1,Negatif,"semua gambar nggk ada yg bisa disimpan,mohon diperbaiki"
2024-03-31 07:46:56,1,Negatif,sekarang ada bag like dan komen sangat mengganggu update gak ngaruh di apk makin leg ngebag parah
2024-03-31 06:20:42,1,Negatif,"Aplikasinya Gak bagus bikin HPku rusaaakk banyak kali notif notif yang gak penting sampai di curigai aku sama temenku, Aplikasi T*l*l🤬"
2024-03-31 05:32:35,2,Negatif,"bagus bgt, tapi belakangan ini kok eror ya. pdhl butuh banget buat nugas, fotonya ga muncul kirain krn wifi aku yang ngelag ternyata aman"" aja Wifi-nya, dan ga bisa di unduh fotonya. tolong diperbaiki dongg😩☝🏻"
2024-03-31 05:01:35,1,Negatif,Aplikasi gak guna udah capek ngisi tahuh lahir tanggal dan bulan tapi tetep gak bisa padahal dah bener ngisinya tapi tetep gak bisa😡😡😡😡🤛
2024-03-31 03:55:24,1,Negatif,proses lama padahal jaringan bagus.
2024-03-30 07:46:49,2,Negatif,Kualitas fotonya kebanyakan buram seperti 144p saja.
2024-03-29 21:39:07,2,Negatif,"Gambarnya keren keren,tapi kenapa selalu ngeleg dan gambarnya putih padahal ada Singal sama wifi lo"
2024-03-28 02:19:11,1,Negatif,"Sering bug, padahal wifi sama Jaringan bagus"
2024-03-27 15:46:00,1,Negatif,"koneksi stabil, internet cepat lambat memuat gambar bahkan tidak muncul."
2024-03-27 13:05:26,1,Negatif,kok gk bisa masuk siihh??!! padahal pengaturan ulta nya udh bener loh kok gk bisaaaa
2024-03-26 14:37:32,1,Negatif,Ini pinterest tidak bisa daftar sudah saya coba coba tetep gk bisa tolong diperbaiki🙏
2024-03-26 12:12:06,1,Negatif,Gk bisa login waktu login umur tanggal berapapun gak berhasil
2024-03-26 09:59:40,2,Negatif,"Ini apk udh bagus sebenernya, apalagi buat nyari mentahan foto, minusnya loading lama, mau itu pas searching, pas bru buka, padahal sinyal bagus, apalagi yg muncul setelah loading jg ga terlalu bnyk foto nya, jdi kyk buang2 waktu cuma buat nunggu loading"
2024-03-26 08:27:16,1,Negatif,Gk tau log in nya saya log in malah gk bisa padahal saya udh jujur 😡
2024-03-26 03:34:19,2,Negatif,Pinterest nya bagus tapi kalo lagi membuat nama gagal terus
2024-03-25 17:11:15,1,Negatif,Gambar yang disimpan hilang sendiri
2024-03-25 15:24:29,2,Negatif,Pas aku masuk gak ada foto apa apa cuma ada lingkaran kukira lag tapi pas ke esokan harinya masih aja kek gitu
2024-03-25 13:57:50,2,Negatif,Liat di komen sih bagus aja tapi kok pas mau login ke aplikasi saya udah bener tanggal lahir saya tapi tetep gak bisa ya
2024-03-25 09:39:06,1,Negatif,Aplikasi nya bagus tapi yang saya nyari gambar yang positif Jadi dapat gambar yang negatif Mohon devoloper nya hilangkan gambar atau vidio yang negatif Karena saya gak suka gambar yang negatif itu 😭😭😭😭
2024-03-24 20:38:47,2,Negatif,Delay amat padahal jaringan bagus
2024-03-24 16:54:37,1,Negatif,"gila apk ini, buka gambar kek pakai jaringan 2g, Padahal kartuku T-sel, + Wifi juga, tpi tetap saja LEMOT NYA MINTA AMPUN"
2024-03-24 16:28:50,1,Negatif,Gua mau daftar ke tanda lahir padahal udah gua isi eh Mala Upss seperti ny anda tidak memenuhi syarat untuk bergabung dengan pinterest saat ini maksudnya ny apa sih ngabisin paket gua tua gk
2024-03-24 14:04:21,2,Negatif,"Ini aplikasi bgs sih, bisa donlod gambar penting, tapi ada kekurangan yaitu saat gw mau simpan gambar ke galeri tiba2 ""gagal menyimpan"" padahal jaringan udh sangat bagus, tolong diperbaiki ya agar bisa lebih baik👌"
2024-03-24 00:25:18,1,Negatif,Tolong di perbaiki lagi banyak sekali bug di aplikasi pinterest yang sekarang. Pin tiba-tiba hilang begitu saja Sudah lebih dari 2x pin dan papan hilang. Kesal sekali rasanya sudah capek-capek nyimpan foto dan gambar malan hilang begitu saja dan itu sering banget. Tolong di perbaiki lagi
2024-03-23 20:41:30,1,Negatif,Aplikasi error. Tidak bisa digunakan.👎
2024-03-22 07:17:58,2,Negatif,"Belum bisa login ,udah login malah keluar lagi gimana sih ini??"
2024-03-20 14:07:05,1,Negatif,"udah bagus si, tapi kok loading mulu ga ada gambarnya? sinyal ku juga bagus bagus aja padahal. selalu kalo buka pinterest ga ada gambarnya"
2024-03-20 05:20:02,1,Negatif,"Pembaruan notifikasi sangat tidak sesuai dengan isi berandaku,aku tidak suka itu spam"
2024-03-19 17:06:45,2,Negatif,"Bagus buat nyari foto², tapi minusnya ini sering banget donwload nya gagal padahal sinyal+kuota lancar banget, terus juga pas dipencarian foto selalu tulisannya ""gambar invalid"" jelas² gambar bening kekgitu tulisannya invalid gimana sih udah sering ngalamin kekgitu"
2024-03-19 16:05:05,2,Negatif,"ga bisa download gambar lagi, tolong segera diperbaiki supaya bintangnya naik"
2024-03-19 11:58:38,2,Negatif,"aplikasi nya bagus tapi suka ga muncul gambarnya padahal jaringan bagus bagus aja. udah 2 hari kaya gitu, kalaupun muncul gambarnya gabisa disave"
2024-03-19 09:06:32,1,Negatif,Maaf saya kok gak bisa daftar di bagian ttl ya tolong di perbaiki 🙏
2024-03-18 15:53:46,1,Negatif,Bagus untuk mencari informasi
2024-03-18 13:01:39,1,Negatif,"Aplikasi tidak bisa digunakan, selalu gagal saat membuka aplikasi gambar nya pun tidak muncul sebelum nya tidak seperti ini, saya sangat mohon TOLONG PERBAIKI LAGI!!"
2024-03-18 09:18:51,1,Negatif,Gimana sih gak bisa di pencet apk nya keluar mulu😒
2024-03-17 04:59:20,1,Negatif,"Maaf saya cuma kasih bintang 1 gr"" saya pas mau unduh gambar ko ada tulisan ""gagal mengunduh gambar"""
2024-03-17 03:02:44,1,Negatif,Jujur ini pinterest kenapa sering banget tidak berfungsi di aplikasi nya tapi saat digunakan di web lancar saja. Ada apa dengan pinterest kenapa semakin menurun bagaimana ini sungguh mengecewakan tolong segera di perbaiki karena saya sangat membutuhkan nya untuk menyelesaikan tugas saya tolong segera DIPERBAIKI
2024-03-16 07:46:59,1,Negatif,Pdhl jaringan aman tp ngeleg bgt g kluar gambar ny
2024-03-16 05:07:22,1,Negatif,Masa Kgk bisa si simpen fto nya trus kaya ada tulisan GAGAL disimpan trus aku bikin akun lagi sama aja Aplikasinya tolong di perbaiki fto tidak bisa di simpan sampai ku bawa ke konter Juga tetap ga bisa Ydah aku kasih bintang 1 Sorry
2024-03-16 01:03:18,2,Negatif,"foto-fotonya bagus kualitasnya, walaupun banyak stealer art. tapi tolong deh gasuka banget nih, ada yg bales komen gue, muncul notifnya di atas doang pas gue pencet ga ada notifnya jadi gabisa liat org yg bales itu. benerin deh mending, gondok banget padahal di settingannya udh diaktifin notifikasi komen."
2024-03-15 09:25:09,2,Negatif,Kenapa ya sering update terus
2024-03-15 04:59:13,1,Negatif,"Tolong, jangan buat refresh otomatis saat melihat gambar, ada gambar bagus yang hilang"
2024-03-15 04:21:35,1,Negatif,Aplikasi nya jelek kalo mau daftar susah padahal udah pake umur sendiri
2024-03-15 04:10:37,1,Negatif,"Bagus banget sih, cuman kenapa sih setiap mau mencet yang nane syimbol kok gak masuk, malah suruh login pin di akun tiktok sama ke google email nya kok malah suruh bayar 15.000,00 loh, mana cukup ini kan aku lagi buka ini pinter est nya makanya jadi begini, tolong diperbaiki lagi ya agar bisa dinilai bintang 5"
2024-03-14 08:14:42,2,Negatif,"Sebenernya aplikasi ini udah bagus, tapi ada kendala. Saya nggak bisa download fotonya, ada tulisan ‘gagal mengunduh’. Awalnya saya kira lag, tp saya sudah restart hp dan uninstall pinterest benerapa kali tetep gak bisa. Sudah sebulan lebih, dan masih belum bisa. Saya sangat kecewa, padahal saya sangat membutuhkan dan malah terjadi bug seperti ini. Saya harap bisa dibetulkan secepatnya, dan tidak terjadi bug seperti ini lagi. Saya kecewa."
2024-03-14 03:31:38,1,Negatif,ini knp kok pas saya buka apk ny malah loading terus padahal jaringan saya bagus saat saya login ulang malah gak bisa
2024-03-13 23:26:21,2,Negatif,Tidak muncul gambar hanya loading terus dan tidak bisa login
2024-03-13 00:05:22,2,Negatif,"gabis nyimpen gambar,padahal jaringan udah bagus, memori juga masih banyak.tetep gabisa nyimpen"
2024-03-12 12:27:47,4,Positif,"Saya kasih 4 dulu dehh, soalnya buat ngunduh video belum bisa ..."
2024-03-12 08:07:45,2,Negatif,"Ini kenapa pinterest gak bisa buat download foto? Setiap kali saya mau download foto ada tulisan ""maaf, penggunduh gambar gagal"" itu kenapa ya??"
2024-03-12 07:23:11,1,Negatif,Tidak bisa mengunduh gambar Padahal HP saya tidak kenapa napa
2024-03-12 06:55:05,1,Negatif,Update atau gak update sama aja gambarnya tetap gak bisa diunduh jdi saya kasih bintang 1 dulu🙏
2024-03-12 06:12:00,4,Positif,"Hi ini kok saya habis dwonload foto nya saya check ke galeri bolak balik ttp gk ada gmn ini awal nya saya ngira wifi saya yg lag, sampe skrg ttp gk bisa tolong perbaiki ya 😊👍"
2024-03-12 05:49:51,4,Positif,Media yang bermanfaat untuk meningkatkan produk di internet
2024-03-12 05:17:50,1,Negatif,"Kok gak bisa didownload gambar/foto di pinterest sih,padahal aku udah lihat tutorial nya tapi tetep gak bisa"
2024-03-12 05:11:26,2,Negatif,kenapa pinterest saya tidak bisa mengunduh foto? padahal memori masih banyak dan sinyal canggih! tolong kebijakan nya untuk apk pinterest!!
2024-03-12 01:46:04,4,Positif,Kenapa kok gabisa diunduh ya? Gagal terus pas mau unduh pin🥲
2024-03-12 01:29:16,2,Negatif,"Aplikasi nya aneh, masa gk bisa daftar, untuk ngubah umur nya gk bisa², aplikasi aneh👎, saya kasih bintang 2 dulu klo udh bisa saya kasih bintang 5...."
2024-03-12 00:07:57,4,Positif,𝕂𝕒𝕣𝕖𝕟𝕒 𝕤𝕒𝕪𝕒 𝕦𝕕𝕒𝕙 𝕞𝕒𝕤𝕦𝕜𝕚𝕟 𝕥𝕒𝕟𝕘𝕘𝕒𝕝 𝕝𝕒𝕙𝕚𝕣 𝕤𝕒𝕪𝕒 𝕪𝕒𝕟𝕘 𝕓𝕖𝕟𝕖𝕣 𝕥𝕒𝕡𝕚 𝕪𝕒𝕟𝕘 𝕡𝕒𝕤 𝕕𝕚 𝕓𝕖𝕣𝕚𝕜𝕦𝕥𝕟𝕪𝕒 𝕘𝕒𝕜 𝕓𝕚𝕤𝕒 𝕓𝕚𝕤𝕒 𝕞𝕒𝕝𝕒𝕙 𝕕𝕚 𝕦𝕤𝕚𝕒 𝕚𝕟 𝕪𝕒𝕟𝕘 𝕡𝕒𝕤 𝕤𝕒𝕪𝕒 𝕛𝕦𝕘𝕒 𝕦𝕕𝕒𝕙 𝕞𝕒𝕤𝕦𝕜𝕚𝕟 𝕦𝕤𝕚𝕒 𝕥𝕖𝕥𝕒𝕡 𝕘𝕒𝕜 𝕓𝕚𝕤𝕒
2024-03-11 17:58:48,5,Positif,Banyak sekali inspirasi ide dan tutorial didapat disini
2024-03-11 16:21:57,5,Positif,Pinterest ini sungguh bagus bisa menyim pan foto Magic 5 dari basmalah rakha afan sridevi dan juga EBY Sama busalma dan pak fatir
2024-03-11 15:24:59,1,Negatif,"Pinterest ini sangat cocok untuk orang yang sedang galau/sedih karena disini fitur""bagus""ditambah bisa disimpan ini cocok sekali untuk memikirkan yang ingin mendekor kamar dan ide""cemerlang di sini"
2024-03-11 06:37:53,5,Positif,apIikasih ini bagus sekaIih saya bisa Iihat foto foto yang bagus☺️🫶
2024-03-11 04:56:30,4,Positif,Mengapa setiap kali saya download foto tidak bisa? Lalu saat saya cari lewat foto tidak bisa? Tolong diperbarui
2024-03-11 03:13:50,5,Positif,"Apk ini bagus banget bisa cari foto yg ku mau contoh :""Yeji"" nanti keluar deh hasilnya a"
2024-03-10 22:47:30,4,Positif,Apansi gajelas bgt apk nya gw login pin masuk pin pke wifi masih gak bisa aja loading terus hampir 2 jam lamanya gak bisa login
2024-03-10 22:24:52,5,Positif,"Aplikasi ini cukup bagus, jadi kita kalau mau nyari foto atau liat video gitu tuh ada aplikasi pin ini. Itu saja yang dari saya terimakasih"
2024-03-10 15:41:32,1,Negatif,"aplikasinya udah bagus banget, tapi sayang"
2024-03-10 15:20:56,5,Positif,Cukup bagus bisa cari countrymans Dan anime Islam Kalo ada yg bagus lagi tak ambil foto Terus gua edit kecapcut^⁠^
2024-03-10 14:09:10,1,Negatif,"Saya tidak bisa mengunduh suatu foto di pin, dan ada tulisan kata ""gagal menyimpan"" ber ulang"" kali jika sy ingin mengunduh suatu foto, tolong developer di perbaiki masalah ini, sy sudah uninstall pin lalu mendownload ny kmbali, ttp aj tdk bisa, sekian terimakasih atas ulasan sy 🙏🏻"
2024-03-10 13:47:49,1,Negatif,gambarnya gaada yang muncul padahal koneksi nya bagus dan udah di update loh ?? gimana sih
2024-03-10 13:23:31,5,Positif,gambarnya pixelnya kurang besar jadi pas di lihat pecah
2024-03-10 12:51:08,5,Positif,Sarana Hiburan foto video juga motivasi sangat bagus mengapresiasikan sesuatu
2024-03-10 10:20:57,4,Positif,bagus tapi kadang macet
2024-03-10 09:42:36,1,Negatif,tolong lah buat bug yg gak bisa download gambar itu segera di fix nemu pict bagus eh gak bisa didownload
2024-03-10 08:38:52,5,Positif,"Makasih banget sama ini apk,ide gambar ku jadi makin banyak rekomendasi banget pokoknya.Selain gambar banyak juga referensi lainnya,kayak menu makanan, olahraga, Hiburan, resep masakan, tips kulit sehat dll."
2024-03-10 07:24:10,5,Positif,"Sangat bagus,dapat menipu orang dengan foto orng lain"
2024-03-10 06:24:21,1,Negatif,"Pinteres sekarang ga bagus, main hapus aja photo, gambar atau video yg disimpan, padahal semua berkas tersebut hanya untuk pribadi dan di lock. Tolong pedoman yg katanya ada yg melanggar, harusnya di kaki, itu untuk publik atau pribadi"
2024-03-10 03:36:46,1,Negatif,Ini knp kebanyakan iklan mulu apalagi spam trs gk berhenti 😑😔
2024-03-10 02:06:08,4,Positif,"Aplikasi ini bagus namun kenapa akhir akhir ini aku tidak bisa mendownload Foto setiap dowload foto pasti ada tulisan ""Gambar tidak terindah"" itu kenapa ya padahal aku ingin Mendownload foto tolong kasih solusi ya pinterest Trimakasih"
2024-03-10 01:12:28,5,Positif,Ya ampun ini tu foto nya bagus bagus banget🤗
2024-03-09 15:50:25,5,Positif,Aplikasi terbagus dan inspirasi dari pikiran gua 😍😍
2024-03-09 15:18:30,5,Positif,Banyak foto foto yang indah dan cute
2024-03-09 13:52:42,1,Negatif,Mohon pinterest nya penghemat data
2024-03-09 13:04:12,1,Negatif,"Super lag,Ngebug, Gabisa unduh gambarny."
2024-03-09 11:26:07,5,Positif,"Pengalaman baru untuk saya, aplikasi ini sungguh luar biasa!"
2024-03-09 10:34:58,2,Negatif,tidak bisa di unduh foto nya tapi fitur yang lain oke lah
2024-03-09 08:59:22,1,Negatif,Terlalu sering update.. Tapi tidak ada perubahan sama sekali
2024-03-09 08:57:21,1,Negatif,Kenapa sekarang tidak bisa menyimpan gambar?
2024-03-09 07:56:14,5,Positif,sangat membantu tapi binggu cara simpan di gelerinya gumana
2024-03-09 07:54:11,5,Positif,Aplikasi nya bagus tidak ada foto yang burem pokonya pinterest no 1 deh
